YEAR,MO,DY,HR,PRECTOTCORR,T2M,T2MDEW
2022,3,16,18,0.0,7.48,6.04

2022,3,16,19,0.0,6.33,5.44

2022,3,16,20,0.0,5.58,5.39

2022,3,16,21,0.0,5.51,5.46

2022,3,16,22,0.0,5.63,5.4

2022,3,16,23,0.0,5.15,5.23

2022,3,17,0,0.01,5.23,5.26

2022,3,17,1,0.01,5.34,5.26

2022,3,17,2,0.01,5.25,5.01

2022,3,17,3,0.02,5.1,4.83

2022,3,17,4,0.07,4.78,4.52

2022,3,17,5,0.17,4.55,4.25

2022,3,17,6,0.18,4.88,4.51

2022,3,17,7,0.77,5.44,4.87

2022,3,17,8,0.53,6.13,5.39

2022,3,17,9,0.32,7.39,6.33

2022,3,17,10,0.35,9.08,7.51

2022,3,17,11,0.42,10.21,8.35

2022,3,17,12,0.3,10.7,8.91

2022,3,17,13,0.16,11.1,9.33

2022,3,17,14,0.13,11.48,9.69

2022,3,17,15,0.15,11.33,9.89

2022,3,17,16,0.25,10.72,9.86

2022,3,17,17,0.44,9.89,9.45

2022,3,17,18,0.3,9.32,9.11

2022,3,17,19,0.11,8.61,8.69

2022,3,17,20,0.02,8.01,8.26

2022,3,17,21,0.0,7.68,7.91

2022,3,17,22,0.0,7.1,7.53

2022,3,17,23,0.0,6.48,7.15

2022,3,18,0,0.0,6.12,6.9

2022,3,18,1,0.0,5.85,6.75

2022,3,18,2,0.0,5.66,6.65

2022,3,18,3,0.0,5.53,6.51

2022,3,18,4,0.0,5.34,6.3

2022,3,18,5,0.01,5.57,6.18

2022,3,18,6,0.02,6.28,6.26

2022,3,18,7,0.0,7.66,7.21

2022,3,18,8,0.01,9.87,8.83

2022,3,18,9,0.0,13.65,10.67

2022,3,18,10,0.0,17.31,10.88

2022,3,18,11,0.0,19.55,10.08

2022,3,18,12,0.0,20.2,10.43

2022,3,18,13,0.0,20.54,10.68

2022,3,18,14,0.0,20.76,10.95

2022,3,18,15,0.0,20.19,11.3

2022,3,18,16,0.01,17.81,12.69

2022,3,18,17,0.01,14.33,12.33

2022,3,18,18,0.01,12.42,11.4

2022,3,18,19,0.01,11.21,10.63

2022,3,18,20,0.01,10.11,9.66

2022,3,18,21,0.01,9.26,8.78

2022,3,18,22,0.01,8.68,8.18

2022,3,18,23,0.01,8.19,7.73

2022,3,19,0,0.03,7.83,7.37

2022,3,19,1,0.13,7.44,7.05

2022,3,19,2,0.18,7.41,6.98

2022,3,19,3,0.13,7.74,7.28

2022,3,19,4,0.07,7.68,7.32

2022,3,19,5,0.04,7.46,7.31

2022,3,19,6,0.04,7.73,7.5

2022,3,19,7,0.13,8.58,8.07

2022,3,19,8,0.13,10.52,9.48

2022,3,19,9,0.1,13.15,11.3

2022,3,19,10,0.38,13.75,12.05

2022,3,19,11,0.81,13.45,12.19

2022,3,19,12,0.43,13.88,12.37

2022,3,19,13,0.1,14.83,12.76

2022,3,19,14,0.05,15.68,13.2

2022,3,19,15,0.03,15.81,13.52

2022,3,19,16,0.07,15.01,13.43

2022,3,19,17,0.1,13.34,12.54

2022,3,19,18,0.14,12.03,11.54

2022,3,19,19,0.19,11.57,11.07

2022,3,19,20,0.32,12.17,11.71

2022,3,19,21,0.21,12.83,12.51

2022,3,19,22,0.12,13.4,12.82

2022,3,19,23,0.02,12.48,11.22

2022,3,20,0,0.0,10.41,9.57

2022,3,20,1,0.0,8.65,8.46

2022,3,20,2,0.0,7.78,7.98

2022,3,20,3,0.0,7.2,7.66

2022,3,20,4,0.0,6.72,7.37

2022,3,20,5,0.0,6.66,7.17

2022,3,20,6,0.0,7.93,7.48

2022,3,20,7,0.0,9.9,8.19

2022,3,20,8,0.0,11.83,7.58

2022,3,20,9,0.0,12.83,6.86

2022,3,20,10,0.0,13.42,6.77

2022,3,20,11,0.0,13.8,6.9

2022,3,20,12,0.0,13.41,6.94

2022,3,20,13,0.0,12.19,6.97

2022,3,20,14,0.0,11.9,6.79

2022,3,20,15,0.0,11.71,6.38

2022,3,20,16,0.0,11.03,6.08

2022,3,20,17,0.0,9.73,5.87

2022,3,20,18,0.0,8.37,5.29

2022,3,20,19,0.01,7.29,4.05

2022,3,20,20,0.01,6.01,3.07

2022,3,20,21,0.02,5.36,2.87

2022,3,20,22,0.02,5.27,2.87

2022,3,20,23,0.01,5.41,2.8

2022,3,21,0,0.0,5.47,2.5

2022,3,21,1,0.0,5.23,2.09

2022,3,21,2,0.0,4.69,1.69

2022,3,21,3,0.0,3.69,1.3

2022,3,21,4,0.0,2.4,1.08

2022,3,21,5,0.0,1.51,1.08

2022,3,21,6,0.0,2.3,1.33

2022,3,21,7,0.0,4.71,1.65

2022,3,21,8,0.0,7.49,1.58

2022,3,21,9,0.0,9.69,1.33

2022,3,21,10,0.0,11.11,1.66

2022,3,21,11,0.0,12.23,2.08

2022,3,21,12,0.0,12.97,2.28

2022,3,21,13,0.0,13.37,2.36

2022,3,21,14,0.0,13.4,2.44

2022,3,21,15,0.0,13.05,2.67

2022,3,21,16,0.0,12.2,3.2

2022,3,21,17,0.0,10.22,3.75

2022,3,21,18,0.0,8.26,3.48

2022,3,21,19,0.0,7.27,3.33

2022,3,21,20,0.0,6.42,3.09

2022,3,21,21,0.0,5.39,2.8

2022,3,21,22,0.0,4.62,2.42

2022,3,21,23,0.0,4.18,2.12

2022,3,22,0,0.0,3.7,1.75

2022,3,22,1,0.0,3.22,1.3

2022,3,22,2,0.0,2.43,0.68

2022,3,22,3,0.0,1.93,0.02

2022,3,22,4,0.0,1.38,-0.67

2022,3,22,5,0.0,0.59,-1.21

2022,3,22,6,0.0,1.37,-0.97

2022,3,22,7,0.0,3.52,-1.27

2022,3,22,8,0.0,5.07,-3.08

2022,3,22,9,0.0,6.2,-3.59

2022,3,22,10,0.0,7.23,-3.56

2022,3,22,11,0.0,8.18,-3.27

2022,3,22,12,0.0,9.01,-2.85

2022,3,22,13,0.0,10.23,-2.38

2022,3,22,14,0.0,10.55,-1.77

2022,3,22,15,0.0,9.76,-0.5

2022,3,22,16,0.0,8.67,1.27

2022,3,22,17,0.0,7.04,1.82

2022,3,22,18,0.0,6.17,1.73

2022,3,22,19,0.0,4.96,1.43

2022,3,22,20,0.0,3.29,0.72

2022,3,22,21,0.0,2.5,0.03

2022,3,22,22,0.0,1.92,-0.63

2022,3,22,23,0.0,1.26,-1.12

2022,3,23,0,0.0,0.76,-1.4

2022,3,23,1,0.0,0.27,-1.56

2022,3,23,2,0.0,-0.44,-1.79

2022,3,23,3,0.0,-0.86,-2.02

2022,3,23,4,0.0,-0.84,-2.31

2022,3,23,5,0.0,-0.56,-2.5

2022,3,23,6,0.0,0.36,-2.35

2022,3,23,7,0.0,2.33,-2.89

2022,3,23,8,0.0,3.87,-4.64

2022,3,23,9,0.0,4.46,-4.79

2022,3,23,10,0.0,5.18,-4.61

2022,3,23,11,0.0,6.37,-4.12

2022,3,23,12,0.0,7.3,-3.53

2022,3,23,13,0.0,6.91,-2.84

2022,3,23,14,0.0,6.15,-2.05

2022,3,23,15,0.0,5.65,-1.45

2022,3,23,16,0.02,4.85,-0.76

2022,3,23,17,0.11,4.01,-0.33

2022,3,23,18,0.36,3.42,0.05

2022,3,23,19,0.4,3.32,0.36

2022,3,23,20,0.21,3.26,0.95

2022,3,23,21,1.01,3.23,1.38

2022,3,23,22,0.65,3.12,1.67

2022,3,23,23,0.67,3.1,1.92

2022,3,24,0,0.93,3.26,2.3

2022,3,24,1,1.11,3.47,2.72

2022,3,24,2,1.4,3.78,3.05

2022,3,24,3,1.46,4.26,3.59

2022,3,24,4,1.4,5.05,4.54

2022,3,24,5,1.09,5.69,5.34

2022,3,24,6,1.38,6.05,5.78

2022,3,24,7,1.1,6.33,5.94

2022,3,24,8,0.59,6.32,5.77

2022,3,24,9,0.28,6.29,5.58

2022,3,24,10,0.1,6.36,5.48

2022,3,24,11,0.13,6.83,5.66

2022,3,24,12,0.12,7.61,6.01

2022,3,24,13,0.41,8.42,6.36

2022,3,24,14,0.65,8.35,6.41

2022,3,24,15,0.12,7.76,6.21

2022,3,24,16,0.04,7.18,6.01

2022,3,24,17,0.32,6.56,5.77

2022,3,24,18,1.37,6.08,5.47

2022,3,24,19,1.75,5.76,5.23

2022,3,24,20,0.68,5.57,5.1

2022,3,24,21,0.82,5.48,4.98

2022,3,24,22,1.89,5.23,4.7

2022,3,24,23,2.24,4.98,4.36

2022,3,25,0,0.86,4.82,4.14

2022,3,25,1,0.04,4.76,4.06

2022,3,25,2,0.0,4.51,3.89

2022,3,25,3,0.0,4.04,3.58

2022,3,25,4,0.0,3.45,3.28

2022,3,25,5,0.0,3.51,3.33

2022,3,25,6,0.0,4.13,3.76

2022,3,25,7,0.0,5.65,4.65

2022,3,25,8,0.0,8.35,6.07

2022,3,25,9,0.0,11.92,6.23

2022,3,25,10,0.0,13.76,5.19

2022,3,25,11,0.0,14.35,4.98

2022,3,25,12,0.0,14.53,5.15

2022,3,25,13,0.0,14.48,5.3

2022,3,25,14,0.0,14.09,5.55

2022,3,25,15,0.02,12.97,6.2

2022,3,25,16,0.04,11.96,6.79

2022,3,25,17,0.02,10.32,6.77

2022,3,25,18,0.01,8.3,6.32

2022,3,25,19,0.0,7.3,5.99

2022,3,25,20,0.0,6.51,5.69

2022,3,25,21,0.0,5.98,5.37

2022,3,25,22,0.0,5.55,5.06

2022,3,25,23,0.0,5.62,4.87

2022,3,26,0,0.0,5.56,4.55

2022,3,26,1,0.0,5.07,4.3

2022,3,26,2,0.0,4.46,4.11

2022,3,26,3,0.0,3.99,3.93

2022,3,26,4,0.0,3.29,3.67

2022,3,26,5,0.0,2.62,3.43

2022,3,26,6,0.0,4.4,3.97

2022,3,26,7,0.01,6.93,4.82

2022,3,26,8,0.03,8.55,4.65

2022,3,26,9,0.12,9.04,4.49

2022,3,26,10,0.33,8.96,4.51

2022,3,26,11,0.51,8.55,4.83

2022,3,26,12,0.58,8.1,5.01

2022,3,26,13,0.52,7.93,4.47

2022,3,26,14,0.3,8.23,3.83

2022,3,26,15,0.12,8.58,3.73

2022,3,26,16,0.08,8.33,4.32

2022,3,26,17,0.1,6.85,4.45

2022,3,26,18,0.1,5.6,3.8

2022,3,26,19,0.1,5.02,3.65

2022,3,26,20,0.03,4.48,3.38

2022,3,26,21,0.01,4.02,3.05

2022,3,26,22,0.0,3.69,2.73

2022,3,26,23,0.0,3.22,2.33

2022,3,27,0,0.0,2.72,1.87

2022,3,27,1,0.0,2.03,1.26

2022,3,27,2,0.0,1.37,0.71

2022,3,27,3,0.0,0.88,0.38

2022,3,27,4,0.0,0.52,0.13

2022,3,27,5,0.0,0.27,-0.13

2022,3,27,6,0.0,1.17,0.03

2022,3,27,7,0.0,2.96,-0.25

2022,3,27,8,0.0,4.33,-1.29

2022,3,27,9,0.0,5.44,-1.77

2022,3,27,10,0.0,6.15,-1.9

2022,3,27,11,0.01,6.59,-1.78

2022,3,27,12,0.02,6.44,-1.73

2022,3,27,13,0.06,5.65,-1.72

2022,3,27,14,0.09,4.77,-1.87

2022,3,27,15,0.08,4.19,-2.26

2022,3,27,16,0.06,3.53,-2.56

2022,3,27,17,0.11,2.58,-2.44

2022,3,27,18,0.11,1.53,-2.48

2022,3,27,19,0.12,0.65,-3.2

2022,3,27,20,0.07,-0.46,-4.67

2022,3,27,21,0.02,-1.72,-5.96

2022,3,27,22,0.01,-2.63,-6.88

2022,3,27,23,0.01,-3.29,-7.71

2022,3,28,0,0.01,-3.83,-8.35

2022,3,28,1,0.0,-4.27,-8.8

2022,3,28,2,0.01,-4.55,-9.15

2022,3,28,3,0.0,-4.74,-9.78

2022,3,28,4,0.0,-5.01,-10.26

2022,3,28,5,0.0,-5.3,-10.42

2022,3,28,6,0.0,-5.02,-10.49

2022,3,28,7,0.0,-4.11,-10.77

2022,3,28,8,0.0,-3.36,-10.97

2022,3,28,9,0.01,-2.64,-10.93

2022,3,28,10,0.01,-1.94,-10.77

2022,3,28,11,0.03,-1.31,-10.52

2022,3,28,12,0.05,-0.99,-10.4

2022,3,28,13,0.05,-1.08,-10.49

2022,3,28,14,0.04,-1.58,-10.74

2022,3,28,15,0.03,-2.28,-11.21

2022,3,28,16,0.01,-3.04,-11.64

2022,3,28,17,0.0,-3.78,-11.81

2022,3,28,18,0.0,-4.49,-11.61

2022,3,28,19,0.0,-4.91,-11.45

2022,3,28,20,0.0,-5.2,-11.44

2022,3,28,21,0.0,-5.45,-11.31

2022,3,28,22,0.0,-5.47,-10.86

2022,3,28,23,0.0,-5.29,-10.31

2022,3,29,0,0.0,-5.17,-9.75

2022,3,29,1,0.0,-5.14,-9.27

2022,3,29,2,0.0,-5.21,-8.88

2022,3,29,3,0.0,-5.19,-8.55

2022,3,29,4,0.0,-5.13,-8.42

2022,3,29,5,0.0,-5.13,-8.38

2022,3,29,6,0.0,-4.45,-8.49

2022,3,29,7,0.0,-3.17,-8.75

2022,3,29,8,0.0,-1.72,-8.55

2022,3,29,9,0.0,-0.16,-8.14

2022,3,29,10,0.0,1.24,-7.68

2022,3,29,11,0.0,2.23,-7.29

2022,3,29,12,0.0,2.16,-7.18

2022,3,29,13,0.0,1.76,-7.2

2022,3,29,14,0.0,1.45,-7.4

2022,3,29,15,0.0,1.12,-7.57

2022,3,29,16,0.0,0.8,-7.59

2022,3,29,17,0.0,0.06,-7.42

2022,3,29,18,0.0,-1.35,-6.96

2022,3,29,19,0.0,-2.17,-6.66

2022,3,29,20,0.0,-2.77,-6.44

2022,3,29,21,0.0,-3.24,-6.24

2022,3,29,22,0.0,-3.7,-6.1

2022,3,29,23,0.0,-4.13,-6.13

2022,3,30,0,0.0,-4.49,-6.24

2022,3,30,1,0.0,-4.61,-6.41

2022,3,30,2,0.0,-4.63,-6.56

2022,3,30,3,0.0,-4.62,-6.7

2022,3,30,4,0.0,-4.76,-6.84

2022,3,30,5,0.0,-4.89,-6.9

2022,3,30,6,0.0,-3.75,-6.67

2022,3,30,7,0.0,-1.59,-6.27

2022,3,30,8,0.0,1.27,-8.22

2022,3,30,9,0.0,2.46,-8.81

2022,3,30,10,0.0,3.02,-8.93

2022,3,30,11,0.0,3.83,-8.49

2022,3,30,12,0.0,5.29,-7.62

2022,3,30,13,0.0,6.65,-6.52

2022,3,30,14,0.0,7.04,-5.24

2022,3,30,15,0.0,6.51,-3.74

2022,3,30,16,0.0,5.46,-1.72

2022,3,30,17,0.0,3.23,-0.67

2022,3,30,18,0.0,1.3,-0.96

2022,3,30,19,0.0,0.98,-0.8

2022,3,30,20,0.0,0.95,-0.39

2022,3,30,21,0.0,0.61,-0.03

2022,3,30,22,0.0,0.67,0.43

2022,3,30,23,0.0,0.68,0.84

2022,3,31,0,0.0,1.84,1.61

2022,3,31,1,0.02,3.31,2.77

2022,3,31,2,0.04,3.87,3.72

2022,3,31,3,0.06,4.79,4.8

2022,3,31,4,0.05,5.54,5.9

2022,3,31,5,0.03,6.3,6.8

2022,3,31,6,0.03,7.68,7.77

2022,3,31,7,0.12,9.19,8.85

2022,3,31,8,0.1,10.93,10.24

2022,3,31,9,0.1,13.04,11.8

2022,3,31,10,0.08,14.51,12.94

2022,3,31,11,0.06,15.31,13.57

2022,3,31,12,0.08,15.3,13.65

2022,3,31,13,0.14,14.78,13.38

2022,3,31,14,0.22,14.26,12.97

2022,3,31,15,0.38,13.88,12.73

2022,3,31,16,0.66,13.33,12.5

2022,3,31,17,0.73,12.71,12.11

2022,3,31,18,0.57,12.29,11.84

2022,3,31,19,0.67,12.02,11.62

2022,3,31,20,1.04,12.42,11.94

2022,3,31,21,1.88,13.16,12.67

2022,3,31,22,1.84,13.47,13.04

2022,3,31,23,2.3,13.06,12.76

2022,4,1,0,2.28,12.47,12.48

2022,4,1,1,1.11,12.55,12.35

2022,4,1,2,0.4,12.1,11.23

2022,4,1,3,0.37,10.33,9.08

2022,4,1,4,0.38,8.69,7.7

2022,4,1,5,0.15,7.71,7.01

2022,4,1,6,0.08,8.14,7.1

2022,4,1,7,0.05,9.17,7.46

2022,4,1,8,0.0,10.65,6.86

2022,4,1,9,0.0,11.5,5.65

2022,4,1,10,0.02,12.07,4.73

2022,4,1,11,0.09,12.33,4.06

2022,4,1,12,0.12,12.36,3.71

2022,4,1,13,0.11,12.12,3.37

2022,4,1,14,0.12,11.39,3.13

2022,4,1,15,0.09,10.19,3.22

2022,4,1,16,0.11,8.94,3.43

2022,4,1,17,0.06,7.56,3.08

2022,4,1,18,0.01,6.1,1.91

2022,4,1,19,0.0,4.5,0.73

2022,4,1,20,0.0,3.62,0.23

2022,4,1,21,0.0,3.07,-0.01

2022,4,1,22,0.0,2.69,-0.22

2022,4,1,23,0.0,2.28,-0.47

2022,4,2,0,0.0,1.78,-0.86

2022,4,2,1,0.0,1.23,-1.31

2022,4,2,2,0.0,0.7,-1.71

2022,4,2,3,0.0,0.18,-2.08

2022,4,2,4,0.0,-0.31,-2.32

2022,4,2,5,0.0,-0.71,-2.48

2022,4,2,6,0.0,0.25,-2.28

2022,4,2,7,0.0,2.01,-2.59

2022,4,2,8,0.0,3.65,-2.9

2022,4,2,9,0.0,5.32,-2.77

2022,4,2,10,0.0,6.83,-2.45

2022,4,2,11,0.0,8.18,-1.76

2022,4,2,12,0.0,9.36,-1.08

2022,4,2,13,0.0,10.17,-0.6

2022,4,2,14,0.0,10.65,-0.24

2022,4,2,15,0.0,10.57,0.24

2022,4,2,16,0.0,10.04,1.17

2022,4,2,17,0.0,8.27,3.78

2022,4,2,18,0.0,5.69,1.85

2022,4,2,19,0.0,4.85,2.48

2022,4,2,20,0.0,4.67,2.21

2022,4,2,21,0.0,4.52,1.52

2022,4,2,22,0.0,4.05,1.81

2022,4,2,23,0.0,3.51,2.51

2022,4,3,0,0.0,3.3,2.97

2022,4,3,1,0.0,3.23,3.23

2022,4,3,2,0.0,3.32,3.32

2022,4,3,3,0.0,3.36,3.33

2022,4,3,4,0.01,3.36,3.23

2022,4,3,5,0.01,3.41,3.21

2022,4,3,6,0.01,3.86,3.39

2022,4,3,7,0.0,5.12,3.96

2022,4,3,8,0.04,7.54,4.3

2022,4,3,9,0.76,8.33,4.08

2022,4,3,10,1.99,7.48,4.03

2022,4,3,11,1.53,6.91,3.98

2022,4,3,12,0.52,6.99,3.93

2022,4,3,13,0.19,7.33,3.99

2022,4,3,14,0.22,7.48,4.12

2022,4,3,15,0.21,7.4,4.28

2022,4,3,16,0.19,7.14,4.63

2022,4,3,17,0.14,6.53,5.08

2022,4,3,18,0.09,5.4,4.42

2022,4,3,19,0.06,4.83,3.71

2022,4,3,20,0.02,4.0,2.81

2022,4,3,21,0.0,3.08,1.9

2022,4,3,22,0.0,2.48,1.28

2022,4,3,23,0.0,2.0,0.8

2022,4,4,0,0.0,1.54,0.48

2022,4,4,1,0.0,1.15,0.26

2022,4,4,2,0.0,0.78,0.12

2022,4,4,3,0.0,0.49,-0.01

2022,4,4,4,0.0,0.2,-0.2

2022,4,4,5,0.0,-0.18,-0.36

2022,4,4,6,0.0,1.3,0.11

2022,4,4,7,0.0,3.8,0.47

2022,4,4,8,0.0,5.78,0.13

2022,4,4,9,0.0,7.38,0.12

2022,4,4,10,0.0,8.74,0.55

2022,4,4,11,0.0,9.91,1.04

2022,4,4,12,0.0,10.84,1.48

2022,4,4,13,0.0,10.49,1.72

2022,4,4,14,0.0,10.19,2.27

2022,4,4,15,0.0,10.03,2.83

2022,4,4,16,0.0,9.5,3.48

2022,4,4,17,0.0,8.01,4.44

2022,4,4,18,0.0,5.71,3.77

2022,4,4,19,0.0,5.09,3.29

2022,4,4,20,0.0,4.36,2.8

2022,4,4,21,0.0,3.7,2.26

2022,4,4,22,0.0,3.37,1.71

2022,4,4,23,0.0,2.96,0.76

2022,4,5,0,0.0,3.15,0.05

2022,4,5,1,0.0,3.73,-0.38

2022,4,5,2,0.0,3.9,-0.63

2022,4,5,3,0.0,4.3,-0.77

2022,4,5,4,0.0,4.4,-0.84

2022,4,5,5,0.0,4.14,-0.75

2022,4,5,6,0.0,4.37,1.1

2022,4,5,7,0.0,6.4,2.3

2022,4,5,8,0.0,7.73,2.74

2022,4,5,9,0.0,8.98,2.95

2022,4,5,10,0.0,10.11,2.66

2022,4,5,11,0.0,11.24,2.76

2022,4,5,12,0.0,12.05,3.36

2022,4,5,13,0.0,12.23,3.83

2022,4,5,14,0.0,11.31,4.09

2022,4,5,15,0.0,10.01,4.37

2022,4,5,16,0.0,8.88,4.62

2022,4,5,17,0.0,7.69,4.9

2022,4,5,18,0.0,6.3,4.94

2022,4,5,19,0.0,5.84,4.81

2022,4,5,20,0.0,5.64,4.8

2022,4,5,21,0.05,5.6,4.85

2022,4,5,22,0.16,5.77,4.9

2022,4,5,23,0.63,5.77,4.88

2022,4,6,0,1.2,5.72,4.96

2022,4,6,1,0.93,5.6,4.93

2022,4,6,2,0.78,5.46,4.85

2022,4,6,3,1.0,5.51,4.9

2022,4,6,4,1.24,5.71,5.09

2022,4,6,5,1.28,5.94,5.32

2022,4,6,6,1.17,6.12,5.51

2022,4,6,7,0.94,6.55,5.82

2022,4,6,8,0.73,7.14,6.19

2022,4,6,9,0.41,7.72,6.55

2022,4,6,10,0.04,8.39,6.93

2022,4,6,11,0.03,9.43,7.57

2022,4,6,12,0.05,10.29,8.15

2022,4,6,13,0.05,10.42,8.29

2022,4,6,14,0.02,10.19,8.17

2022,4,6,15,0.01,10.15,8.02

2022,4,6,16,0.01,9.83,7.81

2022,4,6,17,0.01,9.09,7.58

2022,4,6,18,0.01,8.18,7.3

2022,4,6,19,0.01,7.57,7.01

2022,4,6,20,0.0,6.89,6.54

2022,4,6,21,0.0,5.99,5.99

2022,4,6,22,0.0,5.28,5.28

2022,4,6,23,0.0,4.73,4.73

2022,4,7,0,0.0,4.6,4.6

2022,4,7,1,0.0,4.55,4.55

2022,4,7,2,0.0,4.4,4.4

2022,4,7,3,0.01,4.68,4.55

2022,4,7,4,0.04,5.3,4.84

2022,4,7,5,0.05,5.47,5.03

2022,4,7,6,0.06,5.88,5.41

2022,4,7,7,0.07,6.72,6.05

2022,4,7,8,0.05,7.6,6.81

2022,4,7,9,0.06,8.3,7.4

2022,4,7,10,0.07,8.8,7.75

2022,4,7,11,0.21,9.23,7.92

2022,4,7,12,1.19,9.48,7.96

2022,4,7,13,2.78,9.69,8.16

2022,4,7,14,1.79,9.71,8.31

2022,4,7,15,1.25,9.37,8.23

2022,4,7,16,1.38,8.99,8.07

2022,4,7,17,1.49,8.72,7.93

2022,4,7,18,2.52,8.49,7.84

2022,4,7,19,11.44,8.56,7.87

2022,4,7,20,7.21,8.65,8.06

2022,4,7,21,10.45,8.95,8.46

2022,4,7,22,4.11,9.14,8.79

2022,4,7,23,1.95,9.2,8.95

2022,4,8,0,0.05,8.37,8.37

2022,4,8,1,0.01,7.97,7.97

2022,4,8,2,0.01,7.8,7.74

2022,4,8,3,0.01,6.84,6.84

2022,4,8,4,0.0,6.48,6.34

2022,4,8,5,0.0,5.86,5.55

2022,4,8,6,0.0,6.14,5.3

2022,4,8,7,0.0,7.74,5.86

2022,4,8,8,0.0,10.01,6.4

2022,4,8,9,0.0,11.8,6.65

2022,4,8,10,0.0,13.29,6.95

2022,4,8,11,0.0,14.4,7.04

2022,4,8,12,0.0,14.93,6.65

2022,4,8,13,0.0,15.03,6.08

2022,4,8,14,0.0,14.92,5.77

2022,4,8,15,0.0,14.52,5.88

2022,4,8,16,0.0,13.79,6.62

2022,4,8,17,0.0,11.89,8.24

2022,4,8,18,0.0,8.97,6.8

2022,4,8,19,0.0,8.23,6.19

2022,4,8,20,0.0,7.73,5.93

2022,4,8,21,0.0,7.41,5.83

2022,4,8,22,0.0,7.55,6.1

2022,4,8,23,0.0,7.22,6.36

2022,4,9,0,0.0,6.8,6.48

2022,4,9,1,0.0,6.04,6.04

2022,4,9,2,0.0,5.68,5.68

2022,4,9,3,0.0,6.03,5.91

2022,4,9,4,0.06,6.28,5.84

2022,4,9,5,0.41,6.3,5.9

2022,4,9,6,0.25,6.92,6.48

2022,4,9,7,0.04,8.66,7.01

2022,4,9,8,0.09,10.26,7.08

2022,4,9,9,0.19,10.8,7.04

2022,4,9,10,0.28,10.42,6.69

2022,4,9,11,0.18,10.12,6.28

2022,4,9,12,0.08,10.51,5.66

2022,4,9,13,0.05,10.73,5.09

2022,4,9,14,0.02,10.85,4.89

2022,4,9,15,0.01,10.7,4.86

2022,4,9,16,0.01,10.21,5.19

2022,4,9,17,0.01,9.23,6.47

2022,4,9,18,0.02,7.12,5.76

2022,4,9,19,0.02,6.38,5.24

2022,4,9,20,0.01,5.9,4.94

2022,4,9,21,0.0,5.5,4.73

2022,4,9,22,0.01,5.18,4.55

2022,4,9,23,0.0,5.02,4.4

2022,4,10,0,0.0,5.14,4.33

2022,4,10,1,0.01,4.89,4.13

2022,4,10,2,0.0,4.64,3.86

2022,4,10,3,0.01,4.51,3.33

2022,4,10,4,0.04,4.19,2.58

2022,4,10,5,0.07,3.73,2.17

2022,4,10,6,0.07,3.97,2.01

2022,4,10,7,0.01,4.8,1.41

2022,4,10,8,0.0,6.09,0.8

2022,4,10,9,0.0,7.37,0.47

2022,4,10,10,0.01,8.02,0.48

2022,4,10,11,0.03,8.09,0.67

2022,4,10,12,0.04,8.14,0.8

2022,4,10,13,0.03,8.15,0.73

2022,4,10,14,0.01,8.13,0.75

2022,4,10,15,0.02,8.0,1.02

2022,4,10,16,0.03,7.46,1.6

2022,4,10,17,0.02,6.47,2.12

2022,4,10,18,0.01,5.25,2.15

2022,4,10,19,0.0,4.43,1.84

2022,4,10,20,0.0,3.71,1.4

2022,4,10,21,0.0,3.0,1.0

2022,4,10,22,0.0,2.42,0.69

2022,4,10,23,0.0,1.89,0.53

2022,4,11,0,0.0,1.19,0.4

2022,4,11,1,0.0,0.76,0.25

2022,4,11,2,0.0,0.55,0.07

2022,4,11,3,0.0,0.45,-0.13

2022,4,11,4,0.0,0.01,-0.4

2022,4,11,5,0.0,-0.46,-0.52

2022,4,11,6,0.0,1.7,0.01

2022,4,11,7,0.0,4.57,0.12

2022,4,11,8,0.0,6.8,-0.39

2022,4,11,9,0.0,8.83,-0.15

2022,4,11,10,0.0,10.83,-0.0

2022,4,11,11,0.0,12.4,0.57

2022,4,11,12,0.0,13.24,1.58

2022,4,11,13,0.0,13.54,2.53

2022,4,11,14,0.0,12.96,3.55

2022,4,11,15,0.0,12.33,4.81

2022,4,11,16,0.0,11.81,6.09

2022,4,11,17,0.0,10.31,6.81

2022,4,11,18,0.0,8.49,6.73

